Unit Name ,Fuel Type ,Month Unit in Service ,Year Unit in Service ,Dispatching ISO ,Dispatching ISO Zonal Location,Operating Capacity (Owner - GSC) (MW),Summer Capacity (Owner - GSC) (MW),Winter Capacity (Owner - GSC) (MW),Non-Fuel Variable O&M Costs per MWh (Owner) ($/MWh),Fuel Costs per MWh (Owner) ($/MWh),Variable Costs ($/MWh),Fixed O&M Costs per kW-Year (Owner) ($/kW-year)
Newark Energy CC GT-1,Gas,8,2015,PJM,PS,231.8,212.5,231.8,0.695893,18.474163,19.170056,9.384511
Newark Energy CC GT-2,Gas,8,2015,PJM,PS,231.8,209.5,231.8,0.695893,18.474163,19.170056,9.384511
Newark Energy CC STG-1,Gas,8,2015,PJM,PS,286.5,283.8,286.5,0.695893,18.474163,19.170056,9.384511
Newgulf CT GEN1,Gas,4,1984,ERCOT,Houston,84,69,84,7.186993,38.699901,45.886894,5.610076
Newington Energy Center CC GT-1,Gas,10,2002,New England,New Hampshire,200,176,200,3.747741,25.958352,29.706093,10.950593
Newington Energy Center CC GT-2,Gas,10,2002,New England,New Hampshire,200,176,200,3.747741,25.958352,29.706093,10.950593
Newington Energy Center CC ST,Gas,10,2002,New England,New Hampshire,230,228,230,3.747741,25.958352,29.706093,10.950593
Newton ST 1,Coal,11,1977,MISO,Z4,615,595,615,3.189111,21.243744,24.432855,27.674469
Nichols ST 1,Gas,1,1960,SPP,SPP,107,107,107,4.892782,29.16547,34.058252,9.801359
Nichols ST 2,Gas,1,1962,SPP,SPP,106,106,106,4.892782,28.50788,33.400662,9.801359
Nichols ST 3,Gas,1,1968,SPP,SPP,244,244,244,4.892782,27.49869,32.391472,9.801359
Nine Springs CT GT1,Gas,12,1964,MISO,Z2,12.5,12.5,12.5,644.636143,108.09372,752.729863,4.381141
Ninemile CC 6A,Gas,12,2014,MISO,Z9,182.26,167.93,182.26,0.575912,19.000568,19.57648,8.015268
Ninemile CC 6B,Gas,12,2014,MISO,Z9,182.26,167.93,182.26,0.575912,19.000568,19.57648,8.015268
Ninemile CC 6C,Gas,12,2014,MISO,Z9,243.48,224.34,243.48,0.575912,19.000568,19.57648,8.015268
Ninemile ST 5,Gas,6,1973,MISO,Z9,750.9,745.4,750.9,1.317578,26.584392,27.90197,10.485176
Ninemile ST 6(4),Gas,5,1971,MISO,Z9,736.5,729.2,736.5,1.317578,26.50921,27.826788,10.485176
Noblesville CC 1,Gas,6,2003,MISO,Z6,44,43,44,2.123327,20.36816,22.491487,13.423493
Noblesville CC 2,Gas,6,2003,MISO,Z6,45,44,45,2.123327,20.36816,22.491487,13.423493
Noblesville CC 3,Gas,6,2003,MISO,Z6,73,59,73,2.123327,20.36816,22.491487,13.423493
Noblesville CC 4,Gas,6,2003,MISO,Z6,74,60,74,2.123327,20.36816,22.491487,13.423493
Noblesville CC 5,Gas,6,2003,MISO,Z6,74,58,74,2.123327,20.36816,22.491487,13.423493
North 1st and Grand (Kent) CT N01,Gas,8,2001,New York,Zone J (NYC),46,46,45,1.85617,29.713342,31.569512,5.396938
North Denver ST 4,Gas,12,1957,SPP,SPP,16,16,16,3.141518,29.567418,32.708936,11.9629
North Denver ST 5,Gas,10,1967,SPP,SPP,25,25,25,3.141518,29.567418,32.708936,11.9629
North Ninth Street IC 1,Gas,10,1940,PJM,COMED,0.6,0.6,0.6,32.915859,150.314962,183.230821,10.087776
North Ninth Street IC 10,Gas,5,1989,PJM,COMED,2,2,2,32.915859,27.978119,60.893978,10.087776
North Ninth Street IC 3,Gas,7,1956,PJM,COMED,2,2,2,32.915859,27.978119,60.893978,10.087776
North Ninth Street IC 4,Gas,10,1946,PJM,COMED,0.7,0.7,0.7,32.915859,150.314962,183.230821,10.087776
North Ninth Street IC 6,Gas,4,1954,PJM,COMED,2,2,2,32.915859,27.978119,60.893978,10.087776
North Ninth Street IC 7,Gas,2,1967,PJM,COMED,3.5,3.5,3.5,32.915859,27.978119,60.893978,10.087776
North Ninth Street IC 8,Gas,6,1949,PJM,COMED,0.5,0.5,0.5,32.915859,150.314964,183.230823,10.087776
North Ninth Street IC 9,Gas,5,1989,PJM,COMED,3,3,3,32.915859,27.978119,60.893978,10.087776
North Omaha ST 1,Coal,7,1954,SPP,SPP,64.8,64.8,61,5.059223,51.671514,56.730737,26.722012
North Omaha ST 2,Coal,4,1957,SPP,SPP,90.8,90.8,87,5.059223,27.194539,32.253762,26.722012
North Omaha ST 3,Coal,4,1959,SPP,SPP,87,86,87,5.059223,65.303891,70.363114,26.722012
North Omaha ST 4,Coal,3,1963,SPP,SPP,120.1,120.1,111.8,5.059223,13.520067,18.57929,26.722012
North Omaha ST 5,Coal,5,1968,SPP,SPP,216.2,216.2,174.8,5.059223,14.042545,19.101768,26.722012
Northampton CFB GEN1,Coal,8,1995,PJM,PL,9.88,9.88,9.88,8.818945,19.467788,28.286733,24.6646
Northampton CFB GEN1,Coal,8,1995,PJM,PL,102.12,102.12,102.12,8.818945,19.467788,28.286733,24.6646
Northeast (MI) CT 1,Gas,9,1967,MISO,Z7,20,15,20,35.166055,38.866054,74.032109,5.258272
Northeast (MI) CT 2,Gas,6,1966,MISO,Z7,20,15,20,35.166055,38.866054,74.032109,5.258272
Northeast (MI) CT 3,Gas,5,1966,MISO,Z7,20,14,20,35.166055,38.866054,74.032109,5.258272
Northeast (MI) CT 4,Gas,5,1966,MISO,Z7,20,15,20,35.166055,38.866054,74.032109,5.258272
Northeast (MI) CT 5,Gas,6,1971,MISO,Z7,24,18,24,35.166055,38.866054,74.032109,5.258272
Northeast (MI) CT 6,Gas,5,1971,MISO,Z7,23,19,23,35.166055,212.239924,247.405979,5.258272
Northeast (MI) CT 7,Gas,5,1971,MISO,Z7,23,20,23,35.166055,212.239924,247.405979,5.258272
Northeastern CC 1,Gas,4,1961,SPP,SPP,161,146,161,1.934742,15.39359,17.328332,17.621788
Northeastern CC 1A,Gas,8,2001,SPP,SPP,170,149,170,1.934742,15.39359,17.328332,17.621788
Northeastern CC 1B,Gas,8,2001,SPP,SPP,170,149,170,1.934742,15.39359,17.328332,17.621788
Northeastern ST 2,Gas,5,1970,SPP,SPP,462,462,462,2.197062,22.490362,24.687424,22.086773
Northeastern ST 3,Gas,12,1979,SPP,SPP,460,460,460,2.197062,16.019713,18.216775,22.086773
Northport ST 2,Gas,6,1968,New York,Zone K (Long Island),399,399,399,4.131335,30.26812,34.399455,13.306731
Northport ST 3,Gas,7,1972,New York,Zone K (Long Island),390.5,390.5,390,4.131335,28.737208,32.868543,13.306731
Northport ST 4,Gas,12,1977,New York,Zone K (Long Island),391.7,391.7,386.2,4.131335,28.362001,32.493336,13.306731
Northport ST1,Gas,7,1967,New York,Zone K (Long Island),399.5,399.5,397,4.131335,29.711319,33.842654,13.306731
Notch Cliff CT GT1,Gas,6,1969,PJM,BGE,16,14,16,7.945973,40.411992,48.357965,5.477158
Notch Cliff CT GT2,Gas,6,1969,PJM,BGE,16,14,16,7.945973,40.411992,48.357965,5.477158
Notch Cliff CT GT3,Gas,6,1969,PJM,BGE,16,14,16,7.945973,40.411992,48.357965,5.477158
Notch Cliff CT GT4,Gas,6,1969,PJM,BGE,16,14,16,7.945973,40.411992,48.357965,5.477158
Nueces Bay CC 7,Gas,1,2010,ERCOT,South,325,319,325,1.292409,19.348408,20.640817,9.985717
Nueces Bay CC 8,Gas,3,2010,ERCOT,South,165,157,165,1.292409,19.348408,20.640817,9.985717
Nueces Bay CC 9,Gas,3,2010,ERCOT,South,165,157,165,1.292409,19.348408,20.640817,9.985717
NYU Langone Medical Center CT GT,Gas,6,2016,New York,Zone J (NYC),7.5,7.5,7.5,1.53714,38.299319,39.836459,4.773822
O H Hutchings CT 7,Gas,11,1968,PJM,DAYTON,33,25,33,4.076479,242.384663,246.461142,5.325971
O W Sommers ST 1,Gas,4,1972,ERCOT,South,420,420,420,4.660755,30.195446,34.856201,12.073936
O W Sommers ST 2,Gas,1,1974,ERCOT,South,410,410,410,4.660755,32.224293,36.885048,12.073936
Oak Grove Project ST OG1,Coal,4,2010,ERCOT,North,840,840,840,2.361852,12.471522,14.833374,29.016999
Oak Grove Project ST OG2,Coal,4,2011,ERCOT,North,825,825,825,2.361852,12.465556,14.827408,29.016999
Oberlin (OH) IC 1,Gas,1,1948,PJM,ATSI,1,1,1,107.068949,458.002985,565.071934,12.626514
Oberlin (OH) IC 10,Gas,1,1990,PJM,ATSI,0.5,0.5,0.5,107.068949,83.870976,190.939925,12.626514
Oberlin (OH) IC 2A,Gas,6,2001,PJM,ATSI,3.1,3.1,3.1,107.068949,83.870974,190.939923,12.626514
Oberlin (OH) IC 3A,Gas,6,2001,PJM,ATSI,3.1,3.1,3.1,107.068949,83.870974,190.939923,12.626514
Oberlin (OH) IC 6,Gas,1,1958,PJM,ATSI,2,2,2,107.068949,83.870975,190.939924,12.626514
Oberlin (OH) IC 7,Gas,1,1961,PJM,ATSI,2.7,2.7,2.7,107.068949,83.870973,190.939922,12.626514
Oberlin (OH) IC 8,Gas,1,1966,PJM,ATSI,3,3,3,107.068949,83.870974,190.939923,12.626514
Oberlin (OH) IC 9,Gas,1,1990,PJM,ATSI,0.4,0.4,0.4,107.068949,83.870978,190.939927,12.626514
Oberlin (OH) IC4,Gas,6,1996,PJM,ATSI,2.1,2.1,2.1,107.068949,83.870974,190.939923,12.626514
Ocean Peaking Power CT OPP3,Gas,5,2003,PJM,JCPL,187.7,162.8,187.7,2.214261,27.207783,29.422044,3.400953
Ocean Peaking Power CT OPP4,Gas,5,2003,PJM,JCPL,187.7,162.8,187.7,2.214261,29.711874,31.926135,3.400953
Ocean State Power CC GEN1,Gas,12,1990,New England,Rhode Island,77.8,71.2,77.8,3.735353,30.218841,33.954194,17.669992
Ocean State Power CC GEN2,Gas,12,1990,New England,Rhode Island,77.8,71.2,77.8,3.735353,30.218841,33.954194,17.669992
Ocean State Power CC GEN3,Gas,12,1990,New England,Rhode Island,83.3,76.2,83.3,3.735353,30.218841,33.954194,17.669992
Ocean State Power II CC GEN1,Gas,10,1991,New England,Rhode Island,77.8,71.2,77.8,2.989193,35.003632,37.992825,17.363627
Ocean State Power II CC GEN2,Gas,10,1991,New England,Rhode Island,77.8,71.2,77.8,2.989193,35.003632,37.992825,17.363627
Ocean State Power II CC GEN3,Gas,10,1991,New England,Rhode Island,83.3,76.2,83.3,2.989193,35.003632,37.992825,17.363627
Odessa-Ector Power Project CC CTG1,Gas,7,2001,ERCOT,West,157.9,149,157.9,0.715379,8.058638,8.774017,10.288516
Odessa-Ector Power Project CC CTG2,Gas,7,2001,ERCOT,West,151.5,143,151.5,0.715379,8.058638,8.774017,10.288516
Odessa-Ector Power Project CC CTG3,Gas,8,2001,ERCOT,West,154,145.3,154,0.715379,8.058638,8.774017,10.288516
Odessa-Ector Power Project CC CTG4,Gas,8,2001,ERCOT,West,152.3,143.7,152.3,0.715379,8.058638,8.774017,10.288516
Odessa-Ector Power Project CC STG1,Gas,7,2001,ERCOT,West,212,204.9,212,0.715379,8.058638,8.774017,10.288516
Odessa-Ector Power Project CC STG2,Gas,8,2001,ERCOT,West,212,204.9,212,0.715379,8.058638,8.774017,10.288516
Oklaunion ST 1,Coal,12,1986,ERCOT,West,355.49,355.49,355.49,4.647555,18.917484,23.565039,27.429378
Oklaunion ST 1,Coal,12,1986,ERCOT,West,76.18,76.18,76.18,4.647555,18.917484,23.565039,27.429378
Oklaunion ST 1,Coal,12,1986,ERCOT,West,101.53,101.53,101.53,4.647555,18.917484,23.565039,27.429378
Oklaunion ST 1,Coal,12,1986,ERCOT,West,116.81,116.81,116.81,4.647555,18.917484,23.565039,27.429378
Oneta Energy Center CC CTG1,Gas,7,2002,SPP,SPP,160.1,149.3,160.1,1.036648,14.333897,15.370545,10.12848
Oneta Energy Center CC CTG2,Gas,7,2002,SPP,SPP,160.1,149.3,160.1,1.036648,14.333897,15.370545,10.12848
Oneta Energy Center CC CTG3,Gas,6,2003,SPP,SPP,160.1,149.3,160.1,1.036648,14.333897,15.370545,10.12848
Oneta Energy Center CC CTG4,Gas,6,2003,SPP,SPP,160.1,149.3,160.1,1.036648,14.333897,15.370545,10.12848
Oneta Energy Center CC STG1,Gas,7,2002,SPP,SPP,244.6,244.6,243.9,1.036648,14.333897,15.370545,10.12848
Oneta Energy Center CC STG2,Gas,6,2003,SPP,SPP,244.6,244.6,243.9,1.036648,14.333897,15.370545,10.12848
Ontelaunee Energy Center CC CTG1,Gas,5,2002,PJM,METED,190.9,179,190.9,0.830395,18.284696,19.115091,11.07292
Ontelaunee Energy Center CC CTG2,Gas,5,2002,PJM,METED,190.9,179,190.9,0.830395,18.284696,19.115091,11.07292
Ontelaunee Energy Center CC STG,Gas,5,2002,PJM,METED,209.3,183.1,209.3,0.830395,18.284696,19.115091,11.07292
Orange Grove CTG1,Gas,6,2010,CAISO,SP-15,24.55,24.55,24.55,4.05324,38.054529,42.107769,3.652317
Orange Grove CTG1,Gas,6,2010,CAISO,SP-15,24.55,24.55,24.55,4.05324,38.054529,42.107769,3.652317
Orange Grove CTG2,Gas,6,2010,CAISO,SP-15,24.55,24.55,24.55,4.05324,38.63314,42.68638,3.652317
Orange Grove CTG2,Gas,6,2010,CAISO,SP-15,24.55,24.55,24.55,4.05324,38.63314,42.68638,3.652317
Orchard Park IC 10,Gas,12,2003,PJM,APS,5.8,5.8,5.8,16.70826,20.875376,37.583636,17.993721
Orchard Park IC 11,Gas,12,2003,PJM,APS,5.8,5.8,5.8,16.70826,20.875376,37.583636,17.993721
Orchard Park IC 8,Gas,12,2003,PJM,APS,5.8,5.8,5.8,16.70826,20.875376,37.583636,17.993721
Orchard Park IC 9,Gas,12,2003,PJM,APS,5.8,5.8,5.8,16.70826,20.875376,37.583636,17.993721
Ormond Beach ST 1,Gas,8,1971,CAISO,SP-15,741,741,741,30.747265,41.928542,72.675807,11.272619
Ormond Beach ST 2,Gas,3,1973,CAISO,SP-15,750,750,750,30.747265,40.093331,70.840596,11.272619
Orrville ST 10,Gas,1,1971,PJM,AEP,23,23,23,41.103521,32.658998,73.762519,26.183304
Orrville ST 11,Gas,1,1971,PJM,AEP,23,23,23,41.103521,32.878821,73.982342,26.183304
Orrville ST 7,Gas,1,1949,PJM,AEP,5,5,5,41.103521,43.193999,84.29752,26.183304
Orrville ST 8,Gas,1,1955,PJM,AEP,7.5,7.5,7.5,41.103521,43.193999,84.29752,26.183304
Orrville ST 9,Gas,1,1961,PJM,AEP,20,20,20,41.103521,64.8199,105.923421,26.183304
Osage City IC 1,Gas,9,1955,SPP,SPP,0.9,0.9,0.9,15.141072,28.096024,43.237096,10.395876
Osage City IC 10,Gas,6,2001,SPP,SPP,0.7,0.7,0.7,20.917832,155.678144,176.595976,10.67096
Osage City IC 2,Gas,9,1960,SPP,SPP,1.1,1.1,1.1,15.141072,28.096024,43.237096,10.395876
Osage City IC 4,Gas,9,1967,SPP,SPP,1.9,1.9,1.9,15.141072,28.096024,43.237096,10.395876
Osage City IC 5,Gas,9,1970,SPP,SPP,1.9,1.9,1.9,15.141072,28.096024,43.237096,10.395876
Osage City IC 7,Gas,6,1984,SPP,SPP,1.5,1.5,1.5,15.141072,28.096024,43.237096,10.395876
Osage City IC 8,Gas,6,2001,SPP,SPP,0.7,0.7,0.7,20.917832,155.678144,176.595976,10.67096
Osage City IC3,Gas,5,2011,SPP,SPP,1.9,1.9,1.9,15.141072,28.096024,43.237096,10.395876
Osage City IC6,Gas,7,1983,SPP,SPP,0.9,0.9,0.9,15.141072,28.096024,43.237096,10.395876
Osawatomie (KCPL) CT 1,Gas,6,2003,SPP,SPP,75.7,75.7,75.7,7.250703,33.988291,41.238994,0.56334
Otay Mesa Generating Project CC 1-01,Gas,10,2009,CAISO,SP-15,8.13,7.49,8.13,5.015844,25.856143,30.871987,10.176805
Otay Mesa Generating Project CC 1-01,Gas,10,2009,CAISO,SP-15,157.77,145.31,157.77,5.015844,25.856143,30.871987,10.176805
Otay Mesa Generating Project CC 1-02,Gas,10,2009,CAISO,SP-15,8.13,7.49,8.13,5.015844,25.856143,30.871987,10.176805
Otay Mesa Generating Project CC 1-02,Gas,10,2009,CAISO,SP-15,157.77,145.31,157.77,5.015844,25.856143,30.871987,10.176805
Otay Mesa Generating Project CC 1-03,Gas,10,2009,CAISO,SP-15,13.49,13,13.49,5.015844,25.856143,30.871987,10.176805
Otay Mesa Generating Project CC 1-03,Gas,10,2009,CAISO,SP-15,261.81,252.4,261.81,5.015844,25.856143,30.871987,10.176805
Ottumwa ST 1,Coal,5,1981,MISO,Z3,36.78,36.34,36.78,3.022535,16.453992,19.476527,13.468314
Ottumwa ST 1,Coal,5,1981,MISO,Z3,344.95,340.87,344.95,3.022535,16.453992,19.476527,13.468314
Ottumwa ST 1,Coal,5,1981,MISO,Z3,352.37,348.19,352.37,3.022535,16.453992,19.476527,13.468314
Ouachita Power CC CTG1,Gas,8,2002,MISO,Z9,155.02,144.73,155.02,1.17859,18.831072,20.009662,16.499051
Ouachita Power CC CTG2,Gas,8,2002,MISO,Z9,158.65,147.94,158.65,1.17859,18.831072,20.009662,16.499051
Ouachita Power CC CTG3,Gas,8,2002,MISO,Z9,156.27,145.56,156.27,1.17859,18.831072,20.009662,16.499051
Ouachita Power CC STG1,Gas,8,2002,MISO,Z9,110.18,102,110.18,1.17859,18.831072,20.009662,16.499051
Ouachita Power CC STG2,Gas,8,2002,MISO,Z9,107.95,100.66,107.95,1.17859,18.831072,20.009662,16.499051
Ouachita Power CC STG3,Gas,8,2002,MISO,Z9,106.33,99.04,106.33,1.17859,18.831072,20.009662,16.499051
Overlook Medical Center IC CHPS1,Gas,1,2012,PJM,PS,1,1,1,15.141072,29.909223,45.050295,10.395876
Overlook Medical Center IC CHPS2,Gas,1,2012,PJM,PS,1,1,1,15.141072,29.909223,45.050295,10.395876
Overlook Medical Center IC CHPS3,Gas,1,2012,PJM,PS,1,1,1,20.917832,155.606494,176.524326,10.67096
Owatonna CT 7,Gas,4,1982,MISO,Z1,16.6,16.6,16.6,87.214581,39.774124,126.988705,14.967474
Owatonna Energy Station IC UNIT1,Gas,3,2018,MISO,Z1,9.7,9.7,9.7,12.43356,22.604622,35.038182,22.731231
Owatonna Energy Station IC UNIT2,Gas,3,2018,MISO,Z1,9.7,9.7,9.7,12.43356,22.604622,35.038182,22.731231
Owatonna Energy Station IC UNIT3,Gas,3,2018,MISO,Z1,9.7,9.7,9.7,12.43356,22.604622,35.038182,22.731231
Owatonna Energy Station IC UNIT4,Gas,3,2018,MISO,Z1,9.7,9.7,9.7,12.43356,22.604622,35.038182,22.731231
Oxbow Creek Energy IC GEN1,Gas,12,2019,PJM,PL,4.4,4.4,4.4,15.141072,29.106943,44.248015,10.395876
Oxbow Creek Energy IC GEN2,Gas,12,2019,PJM,PL,4.4,4.4,4.4,15.141072,29.106943,44.248015,10.395876
Oxbow Creek Energy IC GEN3,Gas,12,2019,PJM,PL,4.4,4.4,4.4,15.141072,29.106943,44.248015,10.395876
Oxbow Creek Energy IC GEN4,Gas,12,2019,PJM,PL,4.4,4.4,4.4,15.141072,29.106943,44.248015,10.395876
Oxbow Creek Energy IC GEN5,Gas,12,2019,PJM,PL,4.4,4.4,4.4,15.141072,29.106943,44.248015,10.395876
Painesville ST 3,Coal,1,1953,PJM,ATSI,7,7,7,9.84949,53.957264,63.806754,14.372759
Painesville ST 5,Coal,1,1965,PJM,ATSI,15.5,15.5,15.5,9.84949,58.585873,68.435363,14.372759
Painesville ST 7,Coal,2,1990,PJM,ATSI,17.5,17.5,17.5,9.84949,52.355273,62.204763,14.372759
Painesville ST2,Coal,1,1949,PJM,ATSI,7,7,7,9.84949,53.957264,63.806754,14.372759
Palm Springs IC 1,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palm Springs IC 2,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palm Springs IC 3,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palm Springs IC 4,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palm Springs IC 5,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palm Springs IC 6,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palm Springs IC 7,Gas,9,2008,CAISO,SP-15,0.25,0.25,0.25,15.141072,33.515402,48.656474,10.395876
Palomar Energy CC CTG1,Gas,10,2005,CAISO,SP-15,170.5,170,170.5,3.982083,24.585342,28.567425,11.192295
Palomar Energy CC CTG2,Gas,11,2005,CAISO,SP-15,170.5,170,170.5,3.982083,24.585342,28.567425,11.192295
Palomar Energy CC STG,Gas,1,2006,CAISO,SP-15,229,222,229,3.982083,24.585342,28.567425,11.192295
Panda Hummel Station CC CTG1,Gas,6,2018,PJM,PL,22.88,21.5,22.88,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG1,Gas,6,2018,PJM,PL,120.4,113.15,120.4,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG1,Gas,6,2018,PJM,PL,97.52,91.65,97.52,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG2,Gas,6,2018,PJM,PL,22.88,21.5,22.88,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG2,Gas,6,2018,PJM,PL,120.4,113.15,120.4,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG2,Gas,6,2018,PJM,PL,97.52,91.65,97.52,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG3,Gas,6,2018,PJM,PL,22.88,21.5,22.88,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG3,Gas,6,2018,PJM,PL,120.4,113.15,120.4,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC CTG3,Gas,6,2018,PJM,PL,97.52,91.65,97.52,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC STG,Gas,6,2018,PJM,PL,39.67,39.67,38.5,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC STG,Gas,6,2018,PJM,PL,208.8,208.8,202.65,0.985238,16.441699,17.426937,15.507021
Panda Hummel Station CC STG,Gas,6,2018,PJM,PL,169.13,169.13,164.15,0.985238,16.441699,17.426937,15.507021
Panda Liberty Generating CC GEN1-CT1,Gas,10,2016,PJM,PENLC,47.28,42.05,47.28,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN1-CT1,Gas,10,2016,PJM,PENLC,201.54,179.26,201.54,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN1-ST1,Gas,10,2016,PJM,PENLC,33.47,29.77,33.47,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN1-ST1,Gas,10,2016,PJM,PENLC,142.71,126.92,142.71,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN2-CT2,Gas,10,2016,PJM,PENLC,47.28,42.05,47.28,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN2-CT2,Gas,10,2016,PJM,PENLC,201.54,179.26,201.54,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN2-ST2,Gas,10,2016,PJM,PENLC,33.47,29.77,33.47,0.684412,15.700603,16.385015,9.264001
Panda Liberty Generating CC GEN2-ST2,Gas,10,2016,PJM,PENLC,142.71,126.92,142.71,0.684412,15.700603,16.385015,9.264001
Panda Sherman Generating CC CTG-1,Gas,8,2014,ERCOT,North,44.08,38.76,44.08,0.880343,18.066698,18.947041,9.460041
Panda Sherman Generating CC CTG-1,Gas,8,2014,ERCOT,North,187.92,165.24,187.92,0.880343,18.066698,18.947041,9.460041
Panda Sherman Generating CC CTG-2,Gas,8,2014,ERCOT,North,44.08,38.76,44.08,0.880343,18.066698,18.947041,9.460041
Panda Sherman Generating CC CTG-2,Gas,8,2014,ERCOT,North,187.92,165.24,187.92,0.880343,18.066698,18.947041,9.460041
Panda Sherman Generating CC STG-1,Gas,8,2014,ERCOT,North,62.89,58.71,62.89,0.880343,18.066698,18.947041,9.460041
Panda Sherman Generating CC STG-1,Gas,8,2014,ERCOT,North,268.11,250.29,268.11,0.880343,18.066698,18.947041,9.460041
Panda Temple CC CTG-1,Gas,8,2014,ERCOT,North,43.7,40.09,43.7,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-1,Gas,8,2014,ERCOT,North,186.3,170.91,186.3,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-2,Gas,8,2014,ERCOT,North,43.7,40.09,43.7,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-2,Gas,8,2014,ERCOT,North,186.3,170.91,186.3,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-3,Gas,5,2015,ERCOT,North,43.7,40.09,43.7,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-3,Gas,5,2015,ERCOT,North,186.3,170.91,186.3,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-4,Gas,5,2015,ERCOT,North,43.7,40.09,43.7,1.069075,19.575018,20.644093,9.278023
Panda Temple CC CTG-4,Gas,5,2015,ERCOT,North,186.3,170.91,186.3,1.069075,19.575018,20.644093,9.278023
Panda Temple CC STG-1,Gas,8,2014,ERCOT,North,61.94,59.28,61.94,1.069075,19.575018,20.644093,9.278023
Panda Temple CC STG-1,Gas,8,2014,ERCOT,North,264.06,252.72,264.06,1.069075,19.575018,20.644093,9.278023
Panda Temple CC STG-2,Gas,5,2015,ERCOT,North,61.94,59.28,61.94,1.069075,19.575018,20.644093,9.278023
Panda Temple CC STG-2,Gas,5,2015,ERCOT,North,264.06,252.72,264.06,1.069075,19.575018,20.644093,9.278023
Panoche CT 1,Gas,6,2009,CAISO,NP-15,103,97,103,1.53714,34.785045,36.322185,3.291269
Panoche CT 2,Gas,7,2009,CAISO,NP-15,103,97,103,1.53714,34.925288,36.462428,3.291269
Panoche CT 3,Gas,6,2009,CAISO,NP-15,103,97,103,1.53714,34.864494,36.401634,3.291269
Panoche CT 4,Gas,7,2009,CAISO,NP-15,103,97,103,1.53714,35.177485,36.714625,3.291269
Panoche CT CPP2,Gas,12,2001,CAISO,NP-15,52,48,52,5.956578,41.334816,47.291394,5.138713
Panoche Peaker CT 8,Gas,8,1973,CAISO,NP-15,50.3,40,50.3,9.874376,60.760715,70.635091,8.576552
Panther Creek CFB GEN1,Coal,7,1992,PJM,METED,20.75,20.75,20.75,9.84949,19.467788,29.317278,22.323036
Panther Creek CFB GEN1,Coal,7,1992,PJM,METED,62.25,62.25,62.25,9.84949,19.467788,29.317278,22.323036
Paragould Reciprocating IC 011,Gas,7,2001,SPP,SPP,6,6,6,80.384091,25.857545,106.241636,17.503886
Paragould Reciprocating IC 021,Gas,7,2001,SPP,SPP,6,6,6,80.384091,25.857545,106.241636,17.503886
Paragould Reciprocating IC 031,Gas,7,2001,SPP,SPP,6,6,6,80.384091,25.857545,106.241636,17.503886
Paragould Turbine CT 1,Gas,8,1990,SPP,SPP,3.4,3.4,3.4,271.635197,35.836449,307.471646,14.967474
Paragould Turbine CT 2,Gas,8,1990,SPP,SPP,3.4,3.4,3.4,271.635197,35.836449,307.471646,14.967474
Paragould Turbine CT 3,Gas,8,1990,SPP,SPP,3.4,3.4,3.4,271.635197,35.836449,307.471646,14.967474
Paragould Turbine CT 4,Gas,8,1990,SPP,SPP,3.4,3.4,3.4,271.635197,35.836449,307.471646,14.967474
Paris (WI) CT 1,Gas,3,1995,MISO,Z2,100,91,100,8.153956,36.365865,44.519821,1.261009
